ID,NOMB_PROY,ETAP_PROY,JEFE_PROY,INST_PROY,CAMPAÑA,ZONA,ESTACION,LATITUD,LONGITUD,Fecha,Hora Muestreo,VARIABLE,VALOR,FECHA_MUESTREO,COD_REGION
13,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Reloncavi,5,415307.1,725602.6,2019-05-12,00:00:00,TEMPERATURA,11.833333333333334,12/05/2019 00:00:00,X
14,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Reloncavi,7,414413.7,730243.4,2019-05-30,11:00:00,TEMPERATURA,11.199999999999998,30/05/2019 11:00:00,X
15,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Reloncavi,13,412948.4,725730.9,2019-05-09,00:00:00,TEMPERATURA,12.1,09/05/2019 00:00:00,X
16,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Reloncavi,15,413105.3,724724.2,2019-05-09,00:00:00,TEMPERATURA,11.433333333333332,09/05/2019 00:00:00,X
17,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Reloncavi,17,413450.6,724336.9,2019-05-09,00:00:00,TEMPERATURA,11.533333333333333,09/05/2019 00:00:00,X
18,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Reloncavi,19,413707.8,724152.2,2019-05-09,00:00:00,TEMPERATURA,11.433333333333332,09/05/2019 00:00:00,X
19,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Reloncavi,21,413751.5,724023.2,2019-05-09,00:00:00,TEMPERATURA,11.4,09/05/2019 00:00:00,X
20,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Reloncavi,25,414943.9,724718.2,2019-05-12,14:30:00,TEMPERATURA,12.033333333333333,12/05/2019 14:30:00,X
21,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Calbuco,1,414442.2,730610.3,2019-05-30,00:00:00,TEMPERATURA,11.466666666666667,30/05/2019 00:00:00,X
22,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Calbuco,2,414630.1,730505.2,2019-05-30,00:00:00,TEMPERATURA,11.800000000000002,30/05/2019 00:00:00,X
23,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Calbuco,8,414314.7,730933.2,2019-05-30,13:15:00,TEMPERATURA,11.533333333333333,30/05/2019 13:15:00,X
24,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Calbuco,16,414822.6,731018.3,2019-06-02,00:00:00,TEMPERATURA,12.133333333333333,02/06/2019 00:00:00,X
25,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Calbuco,22,414705.8,730505.2,2019-05-30,00:00:00,TEMPERATURA,11.933333333333332,30/05/2019 00:00:00,X
26,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Calbuco,26,415016.4,730447.2,2019-05-30,15:00:00,TEMPERATURA,11.433333333333332,30/05/2019 15:00:00,X
27,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Calbuco,27,414959.8,730629.1,2019-05-30,00:00:00,TEMPERATURA,11.533333333333333,30/05/2019 00:00:00,X
28,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Calbuco,30,415019.0,730822.5,2019-05-30,16:20:00,TEMPERATURA,11.699999999999998,30/05/2019 16:20:00,X
29,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Chacao,2,415659.3,733134.3,2019-06-02,00:00:00,TEMPERATURA,11.733333333333334,02/06/2019 00:00:00,X
30,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Chacao,6,415415.1,732906.8,2019-06-02,16:46:00,TEMPERATURA,11.833333333333334,02/06/2019 16:46:00,X
31,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Chacao,12,415217.3,733107.9,2019-06-02,16:00:00,TEMPERATURA,12.200000000000001,02/06/2019 16:00:00,X
32,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Chacao,14,415115.7,732851.2,2019-06-02,15:18:00,TEMPERATURA,12.399999999999999,02/06/2019 15:18:00,X
33,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Butachauques,1,421917.6,731519.1,2019-06-06,00:00:00,TEMPERATURA,11,06/06/2019 00:00:00,X
34,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Butachauques,3,421702.6,731506.7,2019-06-06,00:00:00,TEMPERATURA,11.033333333333333,06/06/2019 00:00:00,X
35,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Butachauques,7,421556.3,730936.2,2019-06-06,00:00:00,TEMPERATURA,10.766666666666666,06/06/2019 00:00:00,X
36,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Butachauques,10,421645.3,732049.7,2019-06-03,00:00:00,TEMPERATURA,11.5,03/06/2019 00:00:00,X
37,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Butachauques,12,421224.4,732358.0,2019-06-03,00:00:00,TEMPERATURA,11.533333333333333,03/06/2019 00:00:00,X
38,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Butachauques,13,421021.7,732609.5,2019-06-03,09:20:00,TEMPERATURA,11.566666666666668,03/06/2019 09:20:00,X
39,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Butachauques,14,420929.5,732804.6,2019-06-03,08:35:00,TEMPERATURA,11.766666666666666,03/06/2019 08:35:00,X
40,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Chaulinec,3,423622.9,731526.5,2019-06-08,08:11:00,TEMPERATURA,11.366666666666667,08/06/2019 08:11:00,X
41,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Chaulinec,4,423422.1,731353.2,2019-06-08,08:45:00,TEMPERATURA,10.9,08/06/2019 08:45:00,X
42,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Chaulinec,7,422803.3,732256.7,2019-06-06,00:00:00,TEMPERATURA,11.799999999999999,06/06/2019 00:00:00,X
43,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Chaulinec,10,422429.1,731921.4,2019-06-06,00:00:00,TEMPERATURA,11.6,06/06/2019 00:00:00,X
44,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Chaulinec,13,422634.7,733044.2,2019-06-06,00:00:00,TEMPERATURA,11.200000000000001,06/06/2019 00:00:00,X
45,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Tenaun,2,422246.5,733559.1,2019-06-06,00:00:00,TEMPERATURA,10.833333333333334,06/06/2019 00:00:00,X
46,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Tenaun,3,422307.4,733744.8,2019-06-06,17:26:00,TEMPERATURA,10.6,06/06/2019 17:26:00,X
47,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Tenaun,6,422215.1,733731.1,2019-06-06,17:00:00,TEMPERATURA,10.633333333333333,06/06/2019 17:00:00,X
48,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Tenaun,9,422139.1,733441.7,2019-06-06,00:00:00,TEMPERATURA,11.233333333333334,06/06/2019 00:00:00,X
49,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Tenaun,14,422026.0,733200.9,2019-06-06,00:00:00,TEMPERATURA,11.1,06/06/2019 00:00:00,X
50,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Chiloe central,1,423046.9,734515.6,2019-06-07,13:42:00,TEMPERATURA,11.166666666666666,07/06/2019 13:42:00,X
51,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Chiloe central,4,423259.2,734015.8,2019-06-07,12:22:00,TEMPERATURA,11,07/06/2019 12:22:00,X
52,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Chiloe central,6,423209.3,733613.2,2019-06-07,00:00:00,TEMPERATURA,11,07/06/2019 00:00:00,X
53,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Chiloe central,7,423029.3,733611.3,2019-06-07,00:00:00,TEMPERATURA,10.800000000000002,07/06/2019 00:00:00,X
54,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Chiloe central,11,422833.3,733241.1,2019-06-07,00:00:00,TEMPERATURA,10.766666666666666,07/06/2019 00:00:00,X
55,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Chiloe central,12,423059.3,732821.5,2019-06-07,11:00:00,TEMPERATURA,11.033333333333333,07/06/2019 11:00:00,X
56,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Chiloe central,16,424213.5,733738.2,2019-06-07,16:00:00,TEMPERATURA,11.066666666666668,07/06/2019 16:00:00,X
57,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Chiloe central,26,423654.6,732710.2,2019-06-07,17:56:00,TEMPERATURA,10.833333333333334,07/06/2019 17:56:00,X
58,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Desertores,1,424703.0,725635.9,2019-05-15,00:00:00,TEMPERATURA,11.666666666666666,15/05/2019 00:00:00,X
59,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Desertores,2,424756.1,725723.7,2019-05-15,00:00:00,TEMPERATURA,11.800000000000002,15/05/2019 00:00:00,X
60,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Desertores,3,424536.0,725951.7,2019-05-15,00:00:00,TEMPERATURA,11.700000000000001,15/05/2019 00:00:00,X
61,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Desertores,6,424206.5,730534.1,2019-05-15,00:00:00,TEMPERATURA,12.066666666666665,15/05/2019 00:00:00,X
62,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Quellon,6,431143.2,733811.2,2019-06-09,16:56:00,TEMPERATURA,10.466666666666667,09/06/2019 16:56:00,X
63,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Quellon,8,430729.8,734355.5,2019-06-09,17:49:00,TEMPERATURA,10.066666666666665,09/06/2019 17:49:00,X
64,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Quellon,11,430832.2,734013.7,2019-06-09,18:24:00,TEMPERATURA,10.166666666666666,09/06/2019 18:24:00,X
65,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Quellon,12,431133.5,733423.8,2019-06-09,16:02:00,TEMPERATURA,10.566666666666666,09/06/2019 16:02:00,X
66,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Quellon,13,430827.5,733259.3,2019-06-09,15:10:00,TEMPERATURA,10.566666666666665,09/06/2019 15:10:00,X
67,ESTUDIO DEL DESEMPEÑO AMBIENTAL DE LA ACUICULTURA EN CHILE Y SU EFECTO EN LOS ECOSISTEMAS DE EMPLAZAMIENTO 2019-2020,Objetivo 1. Actividad 2. Muestreos y Analisis sedimentos,Gastón Vidal,INSTITUTO DE FOMENTO PESQUERO,Campaña_Inv_Ver_2019.Proy.SeguimientoAmbiental,Quellon,19,430307.5,732746.7,2019-06-09,13:09:00,TEMPERATURA,11.266666666666666,09/06/2019 13:09:00,X
